Organism;Body Site;Project ID;CDS Count;Contig Count;Contig Locus Min;Contig Locus Max;Contig ASM;Contig CDS;Contig PEP;Contig GBK;Scaffold Count;Scaffold Locus Min;Scaffold Locus Max;Scaffold ASM;Scaffold CDS;Scaffold PEP;Scaffold GBK
Providencia stuartii ATCC 25827;Gastrointestinal_tract;20553;9474;120;ABJD02000001;ABJD02000120;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.ABJD02000001-ABJD02000120.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.ABJD02000001-ABJD02000120.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.ABJD02000001-ABJD02000120.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.ABJD02000001-ABJD02000120.nuc.gbk;52;DS607633;DS607684;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.DS607633-DS607684.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.DS607633-DS607684.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.DS607633-DS607684.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20553/20553.DS607633-DS607684.nuc.gbk
Bacteroides xylanisolvens SD CC 1b;Gastrointestinal_tract;42773;4921;236;ADKP01000001;ADKP01000236;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42773/42773.ADKP01000001-ADKP01000236.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42773/42773.ADKP01000001-ADKP01000236.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42773/42773.ADKP01000001-ADKP01000236.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42773/42773.ADKP01000001-ADKP01000236.nuc.gbk;;;;;;;
Dialister succinatiphilus YIT 11850;Gastrointestinal_tract;46405;4310;98;ADLT01000001;ADLT01000098;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.ADLT01000001-ADLT01000098.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.ADLT01000001-ADLT01000098.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.ADLT01000001-ADLT01000098.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.ADLT01000001-ADLT01000098.nuc.gbk;14;JH591187;JH591200;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.JH591187-JH591200.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.JH591187-JH591200.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.JH591187-JH591200.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46405/46405.JH591187-JH591200.nuc.gbk
[Clostridium] citroniae WAL-17108;Gastrointestinal_tract;46385;12158;83;ADLJ01000001;ADLJ01000083;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.ADLJ01000001-ADLJ01000083.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.ADLJ01000001-ADLJ01000083.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.ADLJ01000001-ADLJ01000083.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.ADLJ01000001-ADLJ01000083.nuc.gbk;41;JH376420;JH376460;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.JH376420-JH376460.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.JH376420-JH376460.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.JH376420-JH376460.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46385/46385.JH376420-JH376460.nuc.gbk
Faecalibacterium prausnitzii SL3/3;Gastrointestinal_tract;39151;2746;;;;;;;;1;FP929046;FP929046;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39151/39151.FP929046.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39151/39151.FP929046.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39151/39151.FP929046.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39151/39151.FP929046.nuc.gbk
Edwardsiella tarda ATCC 23685;Gastrointestinal_tract;28661;7928;372;ADGK01000001;ADGK01000372;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.ADGK01000001-ADGK01000372.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.ADGK01000001-ADGK01000372.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.ADGK01000001-ADGK01000372.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.ADGK01000001-ADGK01000372.nuc.gbk;87;GG739629;GG739715;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.GG739629-GG739715.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.GG739629-GG739715.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.GG739629-GG739715.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28661/28661.GG739629-GG739715.nuc.gbk
[Clostridium] hiranonis DSM 13275;Gastrointestinal_tract;28657;4542;101;ABWP01000001;ABWP01000101;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.ABWP01000001-ABWP01000101.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.ABWP01000001-ABWP01000101.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.ABWP01000001-ABWP01000101.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.ABWP01000001-ABWP01000101.nuc.gbk;26;DS995684;DS995700;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.DS995684-DS995700.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.DS995684-DS995700.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.DS995684-DS995700.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28657/28657.DS995684-DS995700.nuc.gbk
Enterobacter cloacae subsp. cloacae NCTC 9394;Gastrointestinal_tract;45967;3725;;;;;;;;1;FP929040;FP929040;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45967/45967.FP929040.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45967/45967.FP929040.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45967/45967.FP929040.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45967/45967.FP929040.nuc.gbk
Bacteroides sp. 1_1_30;Gastrointestinal_tract;41955;10598;171;ADCL01000001;ADCL01000171;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.ADCL01000001-ADCL01000171.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.ADCL01000001-ADCL01000171.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.ADCL01000001-ADCL01000171.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.ADCL01000001-ADCL01000171.nuc.gbk;73;GL945090;GL945162;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.GL945090-GL945162.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.GL945090-GL945162.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.GL945090-GL945162.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41955/41955.GL945090-GL945162.nuc.gbk
Lactobacillus reuteri JCM 1112;Gastrointestinal_tract;19011;1820;;;;;;;;1;AP007281;AP007281;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19011/19011.AP007281.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19011/19011.AP007281.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19011/19011.AP007281.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19011/19011.AP007281.nuc.gbk
Escherichia coli MS 146-1;Gastrointestinal_tract;47241;9910;355;ADTN01000001;ADTN01000355;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.ADTN01000001-ADTN01000355.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.ADTN01000001-ADTN01000355.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.ADTN01000001-ADTN01000355.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.ADTN01000001-ADTN01000355.nuc.gbk;135;GG772040;GG772174;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.GG772040-GG772174.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.GG772040-GG772174.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.GG772040-GG772174.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47241/47241.GG772040-GG772174.nuc.gbk
[Clostridium] cf. saccharolyticum K10;Gastrointestinal_tract;45855;3073;;;;;;;;1;FP929037;FP929037;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45855/45855.FP929037.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45855/45855.FP929037.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45855/45855.FP929037.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45855/45855.FP929037.nuc.gbk
Streptococcus anginosus 1_2_62CV;Gastrointestinal_tract;46427;3534;18;ADME01000001;ADME01000018;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.ADME01000001-ADME01000018.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.ADME01000001-ADME01000018.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.ADME01000001-ADME01000018.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.ADME01000001-ADME01000018.nuc.gbk;7;GL636615;GL636621;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.GL636615-GL636621.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.GL636615-GL636621.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.GL636615-GL636621.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46427/46427.GL636615-GL636621.nuc.gbk
Helicobacter pylori GAM119Bi;Gastrointestinal_tract;89227;3438;78;APDE01000001;APDE01000078;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.APDE01000001-APDE01000078.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.APDE01000001-APDE01000078.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.APDE01000001-APDE01000078.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.APDE01000001-APDE01000078.nuc.gbk;47;KB644529;KB644575;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.KB644529-KB644575.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.KB644529-KB644575.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.KB644529-KB644575.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89227/89227.KB644529-KB644575.nuc.gbk
Klebsiella sp. MS 92-3;Gastrointestinal_tract;47223;12252;871;AFBO01000001;AFBO01000871;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.AFBO01000001-AFBO01000871.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.AFBO01000001-AFBO01000871.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.AFBO01000001-AFBO01000871.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.AFBO01000001-AFBO01000871.nuc.gbk;180;GL882699;GL882878;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.GL882699-GL882878.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.GL882699-GL882878.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.GL882699-GL882878.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47223/47223.GL882699-GL882878.nuc.gbk
Ruminococcus obeum A2-162;Gastrointestinal_tract;39167;3155;;;;;;;;1;FP929054;FP929054;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39167/39167.FP929054.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39167/39167.FP929054.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39167/39167.FP929054.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39167/39167.FP929054.nuc.gbk
Anaerostipes sp. 3_2_56FAA;Gastrointestinal_tract;39999;6738;114;ACWB01000001;ACWB01000114;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.ACWB01000001-ACWB01000114.nuc.gbk;13;GL629687;GL629699;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39999/39999.GL629687-GL629699.nuc.gbk
Parabacteroides johnsonii DSM 18315;Gastrointestinal_tract;30007;9030;527;ABYH01000001;ABYH01000527;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.ABYH01000001-ABYH01000527.nuc.gbk;106;DS996440;DS996545;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30007/30007.DS996440-DS996545.nuc.gbk
Bacteroides intestinalis DSM 17393;Gastrointestinal_tract;20523;4911;8;ABJL02000001;ABJL02000008;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20523/20523.ABJL02000001-ABJL02000008.nuc.gbk;;;;;;;
Acinetobacter junii SH205;Gastrointestinal_tract;38341;3186;176;ACPM01000001;ACPM01000176;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.ACPM01000001-ACPM01000176.nuc.gbk;44;GG705011;GG705054;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38341/38341.GG705011-GG705054.nuc.gbk
Lachnospiraceae bacterium 3_1_46FAA;Gastrointestinal_tract;40027;5880;80;ACWP01000001;ACWP01000080;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.ACWP01000001-ACWP01000080.nuc.gbk;28;GL890520;GL890547;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40027/40027.GL890520-GL890547.nuc.gbk
Enterococcus saccharolyticus 30_1;Gastrointestinal_tract;46415;6022;61;ADLY01000001;ADLY01000061;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.ADLY01000001-ADLY01000061.nuc.gbk;16;JH376939;JH376954;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46415/46415.JH376939-JH376954.nuc.gbk
[Clostridium] leptum DSM 753;Gastrointestinal_tract;18923;7846;22;ABCB02000001;ABCB02000022;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.ABCB02000001-ABCB02000022.nuc.gbk;21;DS480331;DS480351;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18923/18923.DS480331-DS480351.nuc.gbk
Eggerthella sp. HGA1;Gastrointestinal_tract;59527;3021;42;AEXR01000001;AEXR01000042;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59527/59527.AEXR01000001-AEXR01000042.nuc.gbk;;;;;;;
Helicobacter pylori GAMchJs114i;Gastrointestinal_tract;89291;3310;76;APEJ01000001;APEJ01000076;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.APEJ01000001-APEJ01000076.nuc.gbk;53;KB644576;KB644628;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89291/89291.KB644576-KB644628.nuc.gbk
Helicobacter pylori GAM268Bii;Gastrointestinal_tract;89271;3402;124;APDZ01000001;APDZ01000124;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.APDZ01000001-APDZ01000124.nuc.gbk;65;KB642612;KB642676;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89271/89271.KB642612-KB642676.nuc.gbk
